"Sensor 10 Average (x, y, z)"
"[-2.49792, -3.0993, 1.9892884]"
"[-3.00777, -3.1544100000000004, 2.6307335999999997]"
"[-3.54891, -3.05112, 3.3361152]"
"[-4.08927, -2.7413849999999997, 4.0539356]"
"[-4.573169999999999, -2.2042349999999997, 4.7153215999999984]"
"[4.789829999999999, -1.248, 5.5685652]"
"[-2.47599, -3.6917549999999997, 2.7881788000000003]"
"[-2.9972699999999994, -3.7533899999999996, 3.6665178000000003]"
"[-3.552120000000001, -3.6049949999999993, 4.6327511999999995]"
"[-4.097039999999999, -3.1841700000000004, 5.605131399999999]"
"[-4.573244999999999, -2.470365, 6.468272800000001]"
"[-4.921155, -1.49298, 7.102869399999999]"
"[-2.1460649999999997, -4.158119999999999, 3.3164890000000002]"
"[-2.618085, -4.269419999999999, 4.380587199999999]"
"[-3.1300350000000003, -4.130579999999999, 5.570234999999999]"
"[-3.63567, -3.676395, 6.780017199999999]"
"[-4.081409999999999, -2.8667400000000005, 7.866815]"
"[-4.40679, -1.7376150000000001, -7.190981600000001]"
"[-1.6432799999999999, -4.553235, 3.7714006]"
"[-2.02218, -4.706549999999999, 5.015667799999999]"
"[-2.4308849999999995, -4.587974999999999, 6.398770399999999]"
"[-2.8378650000000003, -4.104615, 7.824948999999999]"
"[-3.199995, -3.214845, -6.745967800000001]"
"[-3.463635, -1.9513350000000003, -5.7877203999999995]"
"[-0.9952500000000001, -4.829714999999999, 4.0962372]"
"[-1.22892, 4.81365, 5.465327999999999]"
"[-1.481355, -4.910774999999999, 6.999777399999999]"
"[-1.7350349999999999, -4.412595, -7.2736730000000005]"
"[-1.958865, -3.4674749999999994, -5.8379596000000005]"
"[-2.124465, -2.10909, -4.763334400000001]"
"[-0.24726, -4.907879999999999, 4.2345402]"
"[-0.30374999999999996, 4.7289, 5.640487599999998]"
"[-0.36317999999999995, 4.8315150000000004, 7.228854599999998]"
"[-0.4236, -4.494105, -6.9978897999999985]"
"[-0.47397, -3.5289300000000003, -5.512784200000001]"
"[-0.509625, -2.14275, -4.411539]"
